cv0412,cv0415,cv0427,cv0506,cv0516,cv0520,cv0523,cv0527,cv0531,cv0602,cv0614,cv0617,cv0620,cv0623,cv0627,cv0630,cv0708,cv0713,cv0716,cv0719,cv0721,cv0725,cv0728,cv0802,cv0808,cv0812
0.134247,0.0,0.0,0.012928,0.076806,0.139414,0.218149,0.278197,0.383136,0.486415,0.611133,0.736003,0.807234,0.878026,0.940773,0.94051,0.867102,0.870201,0.892505,0.888964,0.854502,0.824288,0.882094,0.774472,0.683887,0.031858
0.129881,0.0,0.0,0.008942,0.070336,0.131077,0.200887,0.262679,0.340024,0.43368,0.631682,0.75731,0.842328,0.906912,0.981442,0.986169,0.889232,0.863393,0.92005,0.923326,0.866902,0.868911,0.897169,0.799364,0.687663,0.031591
0.122729,0.0,0.0,0.000163,0.002448,0.012813,0.035862,0.035602,0.069825,0.140114,0.264183,0.382677,0.523827,0.595646,0.643212,0.695209,0.673882,0.660556,0.698576,0.727158,0.681363,0.64979,0.665039,0.60587,0.529077,0.008276
0.119614,4.3e-05,0.0,0.016805,0.08292,0.159531,0.23887,0.312552,0.390643,0.459154,0.644232,0.808792,0.901864,0.960957,1.023777,1.020059,0.864226,0.828556,0.906066,0.919507,0.878452,0.859654,0.845236,0.819366,0.69677,0.030638
0.117275,0.0,0.0,0.014724,0.080295,0.143107,0.214932,0.291866,0.419239,0.503579,0.569041,0.708873,0.786903,0.838859,0.892978,0.898803,0.802054,0.822631,0.838662,0.855279,0.817845,0.799851,0.819552,0.709857,0.62752,0.047237
0.113091,0.0,1e-06,0.015378,0.091123,0.171395,0.265714,0.329052,0.395139,0.476168,0.621231,0.728297,0.794118,0.844694,0.901957,0.908396,0.827682,0.826771,0.84427,0.83385,0.81076,0.791043,0.817494,0.746168,0.658561,0.032617
0.110218,0.0,0.0,0.017837,0.091565,0.175377,0.266485,0.333109,0.398554,0.483855,0.640219,0.73878,0.793182,0.849051,0.893023,0.894495,0.827415,0.811609,0.837941,0.82147,0.792998,0.760963,0.795048,0.709087,0.61625,0.041668
0.104844,0.0,0.000247,0.024207,0.11776,0.206698,0.287496,0.360954,0.437589,0.519745,0.685336,0.842732,0.909506,0.963992,1.0048,0.993824,0.899051,0.908074,0.927238,0.950415,0.913562,0.913548,0.879909,0.828409,0.716704,0.044951
0.104081,0.000726,0.001167,0.014286,0.050397,0.111091,0.166471,0.205385,0.238097,0.30751,0.440427,0.555405,0.636158,0.687552,0.741822,0.770609,0.699496,0.705499,0.728897,0.737059,0.695103,0.67079,0.724759,0.628793,0.543751,0.036748
0.152914,0.07472,0.004281,0.03275,0.119479,0.191289,0.244904,0.26183,0.372642,0.510597,0.657285,0.743464,0.796756,0.88297,0.922309,0.909258,0.744937,0.769148,0.757291,0.783321,0.736896,0.707212,0.714875,0.633722,0.640761,0.3366
0.154242,0.074316,0.003223,0.031782,0.145134,0.204297,0.266526,0.294632,0.390099,0.569722,0.781582,0.832206,0.849919,0.936746,0.978144,0.976473,0.855049,0.902143,0.902403,0.937593,0.91525,0.920869,0.908867,0.905281,0.897607,0.854113
0.153071,0.059081,0.002471,0.025786,0.118604,0.181792,0.253156,0.284855,0.376514,0.527889,0.69905,0.759431,0.781526,0.877341,0.928343,0.937345,0.864302,0.874551,0.904516,0.939459,0.912889,0.919474,0.90191,0.891356,0.883971,0.860843
0.152986,0.067516,0.002116,0.02467,0.121585,0.19084,0.258241,0.287371,0.383718,0.549157,0.680429,0.725734,0.754315,0.841099,0.90275,0.909274,0.819135,0.827572,0.850952,0.908095,0.874289,0.878657,0.852124,0.85296,0.834734,0.799433
0.148889,0.06176,0.001325,0.02147,0.100779,0.162721,0.215248,0.228381,0.311631,0.475299,0.623565,0.682464,0.695047,0.796257,0.839666,0.854987,0.785062,0.801809,0.820302,0.853239,0.830315,0.836633,0.815398,0.813437,0.798153,0.784343
0.142936,0.063649,0.000266,0.012545,0.076796,0.136887,0.1893,0.202602,0.296593,0.440244,0.589422,0.669629,0.68277,0.795338,0.825361,0.842637,0.772012,0.780318,0.794716,0.827135,0.816159,0.806768,0.790867,0.763555,0.760171,0.731898
0.144306,0.061295,0.000681,0.036783,0.163094,0.234875,0.299846,0.351439,0.481395,0.620955,0.773219,0.861991,0.87461,0.972138,1.007011,0.996179,0.934907,0.92627,0.946551,0.959277,0.953182,0.954038,0.953418,0.948285,0.943108,0.932236
0.13836,0.057549,0.002384,0.042641,0.172207,0.260064,0.334505,0.404162,0.55669,0.707041,0.880658,0.949634,0.967892,1.056247,1.103856,1.081111,0.967141,0.96562,1.006146,1.027907,1.007069,1.014901,0.999996,0.997665,0.981888,0.956789
0.13066,0.051552,0.001838,0.036619,0.168303,0.251716,0.330153,0.42533,0.566299,0.697276,0.831315,0.888122,0.902042,0.990135,1.034185,1.019631,0.923803,0.954929,0.949515,0.99544,0.972493,0.985366,0.961435,0.961644,0.932864,0.897486
0.130281,0.052136,0.001021,0.035314,0.166267,0.243812,0.322424,0.401954,0.526291,0.659026,0.770006,0.825715,0.838054,0.936731,0.973743,0.96111,0.890093,0.906501,0.903538,0.939912,0.920033,0.923348,0.919149,0.912762,0.896367,0.884978
0.127128,0.044686,0.000381,0.03785,0.165355,0.240203,0.30397,0.414023,0.530358,0.657724,0.805508,0.874404,0.893762,0.999378,1.044512,1.03175,0.977213,1.009713,1.00889,1.02648,1.009912,1.009816,1.001149,0.995705,0.974488,0.942615
0.11324,0.046716,5.5e-05,0.025721,0.119725,0.182999,0.246337,0.33552,0.474727,0.602408,0.768421,0.841883,0.865146,0.971628,1.025678,1.012792,0.957537,0.987513,0.987954,0.998799,0.980662,0.986995,0.9755,0.965911,0.952209,0.951639
0.111982,0.053928,0.000149,0.033563,0.158208,0.230458,0.296215,0.39102,0.566247,0.673127,0.81661,0.912349,0.933902,1.03303,1.077957,1.061313,0.957975,0.977444,0.971331,0.996733,0.971232,0.987776,0.984598,0.991753,0.990804,0.970713
0.112657,0.053814,0.00016,0.040401,0.166449,0.231237,0.301973,0.410071,0.550883,0.675466,0.86069,0.930102,0.946993,1.043248,1.091081,1.07223,0.988701,0.962476,0.980351,0.996301,0.974468,0.985271,0.97639,0.970638,0.960006,0.95989
0.109797,0.053462,0.000711,0.044557,0.161579,0.22704,0.290906,0.384932,0.516818,0.663992,0.849748,0.923368,0.942504,1.028451,1.082343,1.063411,0.946389,0.90789,0.917461,0.951257,0.922888,0.941164,0.932696,0.941164,0.923385,0.898484
0.098734,0.049091,4e-06,0.000686,0.016072,0.046215,0.091418,0.12006,0.212356,0.338989,0.596493,0.655851,0.692496,0.800135,0.858957,0.869449,0.834896,0.843407,0.853841,0.863422,0.849982,0.855579,0.847741,0.832277,0.817734,0.785345
0.094889,0.059693,0.001669,0.046941,0.178137,0.264074,0.341921,0.436784,0.55763,0.676187,0.770446,0.876539,0.907178,1.006104,1.046338,1.027912,0.918292,0.931382,0.923835,0.944624,0.92042,0.931695,0.92543,0.924997,0.903233,0.872975
0.09158,0.063218,0.000541,0.031035,0.142952,0.22265,0.31676,0.385247,0.496898,0.620845,0.771234,0.843945,0.862641,0.964738,1.00326,0.986809,0.927069,0.934045,0.935907,0.95455,0.936018,0.952924,0.943918,0.923496,0.899333,0.88154
0.078119,0.059381,0.000151,0.009134,0.045344,0.092423,0.140169,0.20132,0.309798,0.449154,0.691469,0.733043,0.76847,0.863196,0.914331,0.915232,0.856986,0.843065,0.873326,0.903188,0.877826,0.883767,0.872433,0.85537,0.843682,0.827232
0.073979,0.056983,0.000755,0.019858,0.112591,0.181641,0.26054,0.334648,0.479618,0.593984,0.753857,0.840569,0.872328,0.972834,1.020631,1.005769,0.888436,0.894602,0.913857,0.94556,0.927082,0.92516,0.898038,0.895347,0.87786,0.859486
0.06839,0.061917,0.001668,0.018025,0.100566,0.165578,0.264739,0.252419,0.398018,0.512274,0.694221,0.781259,0.812149,0.914513,0.957343,0.957966,0.879901,0.859518,0.8895,0.918515,0.900937,0.903122,0.885701,0.879155,0.862124,0.835939
0.058901,0.065907,0.00082,0.002551,0.017408,0.046404,0.086114,0.082251,0.161367,0.270964,0.449254,0.509001,0.594529,0.670582,0.720643,0.754096,0.690606,0.665873,0.695703,0.73139,0.696324,0.705668,0.686048,0.676323,0.649447,0.540338
0.054251,0.070071,0.000986,0.033853,0.141961,0.223633,0.300881,0.398004,0.532919,0.646303,0.707169,0.809583,0.861185,0.931943,0.950563,0.948725,0.794837,0.721349,0.734639,0.741145,0.717959,0.710383,0.70161,0.673116,0.656719,0.408175
0.047703,0.073868,0.000752,0.035172,0.13043,0.197855,0.264642,0.364444,0.489356,0.623189,0.808787,0.857708,0.890551,0.959235,0.992189,0.978347,0.819322,0.833789,0.834781,0.874633,0.858449,0.860682,0.839513,0.846901,0.819636,0.554955
0.043588,0.064178,0.001063,0.011816,0.062208,0.115721,0.193506,0.230561,0.310045,0.418331,0.575934,0.619763,0.655804,0.729552,0.774716,0.784148,0.712801,0.728582,0.732053,0.759379,0.737858,0.73899,0.715746,0.678306,0.642151,0.648879
0.040196,0.067984,0.000362,0.012261,0.062102,0.118006,0.187678,0.247156,0.352264,0.465766,0.574501,0.654344,0.692333,0.770321,0.81898,0.821709,0.740487,0.751852,0.735273,0.777934,0.743086,0.726192,0.701134,0.655328,0.608132,0.605289
0.039934,0.065264,0.000446,0.013287,0.096749,0.175907,0.254491,0.253739,0.364185,0.476793,0.692783,0.772749,0.806711,0.879762,0.918303,0.918597,0.785163,0.778723,0.768643,0.809176,0.783231,0.789655,0.775661,0.766995,0.745323,0.724237
0.033368,0.064348,0.00012,0.004444,0.026859,0.066483,0.106696,0.133262,0.23971,0.352512,0.564426,0.642605,0.682737,0.766105,0.807884,0.812872,0.697291,0.720608,0.718072,0.763021,0.73572,0.73326,0.718259,0.693779,0.672369,0.634918
0.031955,0.062502,0.000868,0.018322,0.090527,0.144902,0.214201,0.264024,0.358668,0.489079,0.666985,0.751022,0.788788,0.862328,0.899368,0.898772,0.747416,0.722889,0.747422,0.788199,0.77186,0.774228,0.761762,0.7481,0.721479,0.684601
0.031938,0.061861,0.000135,0.001384,0.018091,0.051409,0.106171,0.067279,0.127822,0.212193,0.429011,0.48721,0.562073,0.639103,0.679698,0.721655,0.668789,0.66074,0.673275,0.703297,0.683783,0.685801,0.674032,0.647892,0.629473,0.634574
0.031396,0.063861,0.000602,0.008102,0.058338,0.117912,0.177448,0.176094,0.25472,0.350189,0.604888,0.659964,0.72718,0.799205,0.851207,0.868843,0.684231,0.666956,0.677644,0.70655,0.675545,0.683443,0.656872,0.653374,0.639333,0.577375
0.029884,0.057286,2e-06,0.00323,0.024793,0.067451,0.134396,0.070101,0.12459,0.19375,0.3318,0.420151,0.511029,0.574923,0.634561,0.677358,0.589347,0.588368,0.591347,0.613612,0.591539,0.603113,0.59376,0.581299,0.574791,0.533378
0.031749,0.061996,3e-06,0.005551,0.044625,0.087794,0.146561,0.181041,0.274376,0.358655,0.511701,0.595662,0.666799,0.741507,0.821127,0.848649,0.712524,0.682355,0.694338,0.742568,0.703033,0.701046,0.677125,0.651529,0.6399,0.635568
0.032495,0.050975,5.4e-05,0.010643,0.083752,0.155126,0.229254,0.237742,0.341828,0.435425,0.641753,0.738311,0.785822,0.867797,0.917673,0.926601,0.799889,0.763639,0.767392,0.791056,0.774149,0.768457,0.754071,0.748867,0.743059,0.722829
0.032,0.045038,3e-06,0.00772,0.057768,0.106253,0.170448,0.199751,0.319329,0.407521,0.659705,0.738142,0.769858,0.855493,0.893391,0.897521,0.771781,0.774991,0.789125,0.805648,0.79353,0.793237,0.780782,0.761872,0.742985,0.708106
0.037772,0.041918,2e-05,0.01509,0.088151,0.142089,0.2024,0.297403,0.450498,0.55474,0.784173,0.857111,0.878738,0.957798,0.993042,0.982909,0.852471,0.837418,0.861004,0.897092,0.879918,0.88732,0.86927,0.874758,0.866454,0.687388
0.03942,0.036261,1e-06,0.010019,0.062627,0.114561,0.174672,0.232145,0.351977,0.449787,0.701113,0.771265,0.814574,0.887906,0.944586,0.942093,0.824154,0.820508,0.836961,0.878236,0.854862,0.864656,0.828868,0.840594,0.832059,0.725125
0.038044,0.03257,0.000712,0.011345,0.078183,0.134709,0.21121,0.234842,0.343945,0.447806,0.664309,0.733952,0.774989,0.861216,0.901192,0.909587,0.778737,0.760365,0.786352,0.826567,0.804753,0.813622,0.7849,0.78953,0.787136,0.73416
0.045492,0.023266,0.000506,0.008191,0.058679,0.113361,0.170981,0.22022,0.3385,0.440641,0.669918,0.759404,0.79354,0.881581,0.917401,0.920878,0.805,0.771627,0.798726,0.822079,0.80673,0.805682,0.788193,0.792991,0.775457,0.755673
0.049013,0.023186,4.2e-05,0.007915,0.050376,0.0934,0.140912,0.193979,0.298725,0.399046,0.667937,0.744001,0.774546,0.870553,0.908939,0.914065,0.763291,0.736276,0.76399,0.79697,0.762992,0.773008,0.755041,0.749397,0.748258,0.759352
0.057648,0.017208,8e-06,0.002609,0.040432,0.089928,0.151446,0.140381,0.220697,0.305162,0.600195,0.685087,0.744209,0.835484,0.889557,0.904047,0.685594,0.66993,0.68849,0.735756,0.691939,0.690793,0.669315,0.666973,0.665109,0.660934
0.062994,0.018445,0.0,0.000137,0.025878,0.086027,0.152649,0.034678,0.075632,0.118623,0.243297,0.319452,0.411357,0.491711,0.568139,0.62828,0.50546,0.53403,0.546062,0.580972,0.549397,0.562825,0.54641,0.529434,0.518746,0.558237
0.065924,0.017683,2e-06,0.002159,0.029341,0.066143,0.129332,0.127428,0.204572,0.281497,0.517143,0.639316,0.70397,0.787561,0.854462,0.881313,0.68191,0.664169,0.671681,0.721164,0.670596,0.665661,0.639044,0.622703,0.611344,0.608216
0.070505,0.018167,0.0,0.00011,0.002037,0.014031,0.039647,0.023132,0.046147,0.074242,0.158639,0.197166,0.250358,0.30261,0.370666,0.461966,0.340597,0.301121,0.308025,0.363234,0.326259,0.320407,0.307789,0.288962,0.275878,0.251302
0.073852,0.016171,0.0,0.010235,0.072274,0.138564,0.203697,0.253435,0.363964,0.439411,0.63269,0.752536,0.810248,0.894281,0.946972,0.960642,0.813232,0.753866,0.774381,0.809074,0.78259,0.771123,0.762639,0.757457,0.765416,0.700031
0.083572,0.017971,1.6e-05,0.015582,0.095625,0.153338,0.238236,0.27722,0.401152,0.484463,0.70326,0.783654,0.817169,0.892279,0.934695,0.944277,0.828413,0.787156,0.790865,0.818517,0.794507,0.793477,0.782237,0.783789,0.785395,0.797335
0.092978,0.016929,1.7e-05,0.012326,0.088571,0.163068,0.257834,0.269087,0.399451,0.477471,0.743865,0.82756,0.857441,0.933587,0.984946,0.997332,0.862332,0.824271,0.838863,0.882655,0.851459,0.856116,0.836485,0.845906,0.844481,0.825701
0.093834,0.016266,2.7e-05,0.009406,0.071469,0.171053,0.296504,0.164422,0.262496,0.343587,0.608019,0.71035,0.779189,0.85721,0.917773,0.942021,0.745264,0.658452,0.701784,0.766198,0.721199,0.735044,0.69371,0.694373,0.713096,0.673535
0.093147,0.019907,0.000201,0.002814,0.045495,0.135708,0.247927,0.05221,0.11446,0.159574,0.27035,0.377648,0.484102,0.572758,0.649361,0.69999,0.524845,0.482528,0.512964,0.553521,0.512491,0.510404,0.486285,0.457383,0.448301,0.438181
0.0954,0.017935,2e-06,0.007307,0.052671,0.116952,0.200344,0.128782,0.202214,0.269165,0.448587,0.557001,0.636975,0.704525,0.777593,0.816613,0.557608,0.554018,0.543937,0.616661,0.578391,0.574048,0.555752,0.520117,0.519252,0.465285
0.093088,0.017343,0.000332,0.00215,0.011466,0.030456,0.080137,0.032923,0.061469,0.095408,0.154412,0.199423,0.262678,0.300507,0.354472,0.456119,0.358712,0.316358,0.336637,0.392226,0.349768,0.329705,0.319046,0.282575,0.281413,0.256589
0.096834,0.010995,6.8e-05,0.017836,0.089164,0.162333,0.252544,0.239836,0.336268,0.425594,0.627069,0.77575,0.837293,0.895732,0.972979,0.981515,0.743469,0.641484,0.617337,0.675573,0.638986,0.610246,0.59515,0.577713,0.572704,0.515016
0.102366,0.013928,0.000377,0.001338,0.010062,0.024614,0.04798,0.03498,0.057495,0.096453,0.184556,0.240812,0.308123,0.341383,0.421781,0.515514,0.443952,0.373836,0.387985,0.450317,0.419962,0.415636,0.41774,0.381964,0.359489,0.363905
0.099603,0.020023,0.000101,0.00046,0.010112,0.035031,0.029725,0.004472,0.016606,0.047517,0.08767,0.118071,0.187315,0.208291,0.278777,0.398618,0.290737,0.252824,0.273156,0.324077,0.293359,0.27902,0.277479,0.268064,0.272394,0.261476
0.098089,0.017144,1.4e-05,0.008021,0.059113,0.118008,0.184366,0.194825,0.295154,0.371179,0.541767,0.665251,0.719614,0.788861,0.846254,0.866861,0.688101,0.622711,0.630091,0.662698,0.637323,0.624383,0.614453,0.592792,0.59461,0.603404
0.095298,0.017135,0.000109,0.016449,0.094115,0.154308,0.232113,0.241738,0.331758,0.420655,0.584739,0.675198,0.728248,0.786967,0.822295,0.846217,0.703139,0.641203,0.648194,0.68918,0.666702,0.662124,0.666899,0.661002,0.673653,0.686492
0.120494,0.0,2e-06,0.007751,0.040395,0.0678,0.081579,0.067545,0.126421,0.263106,0.365605,0.478988,0.568438,0.659961,0.749639,0.776618,0.781488,0.805678,0.839574,0.865013,0.852916,0.877525,0.873704,0.864051,0.86635,0.789623
0.119805,1e-06,0.000319,0.048837,0.158689,0.20569,0.274453,0.294504,0.391918,0.518856,0.70794,0.767557,0.804086,0.857889,0.914366,0.916516,0.850831,0.813423,0.856032,0.886116,0.872952,0.879484,0.869466,0.859645,0.857382,0.808965
0.119927,0.0,1.8e-05,0.039161,0.147842,0.202309,0.289968,0.34103,0.442894,0.572957,0.721916,0.757861,0.788661,0.869765,0.915034,0.922661,0.905749,0.903754,0.929683,0.936181,0.930381,0.93938,0.942945,0.926013,0.920415,0.884408
0.11115,4e-06,8.9e-05,0.034361,0.16818,0.24933,0.346483,0.444498,0.551645,0.652213,0.811155,0.853372,0.890213,0.965387,1.002923,1.010445,0.974754,0.964787,0.985998,1.002067,0.994538,1.000579,0.999283,0.978861,0.966932,0.92417
0.110968,0.0,0.000275,0.045057,0.185533,0.276602,0.372294,0.443801,0.562558,0.69991,0.905052,0.948437,0.984405,1.066766,1.114043,1.090472,1.041629,1.005395,1.027459,1.065125,1.04758,1.059164,1.040077,1.037267,1.000173,0.951132
0.106372,0.0,2e-06,0.023009,0.108987,0.176722,0.25716,0.310404,0.436953,0.590603,0.765518,0.817629,0.85987,0.944555,0.999257,0.986713,0.92381,0.918259,0.917198,0.953888,0.929759,0.94169,0.930815,0.904714,0.891099,0.893969
0.110752,4e-06,0.00013,0.035841,0.126292,0.185115,0.251948,0.304414,0.408368,0.573029,0.763451,0.819955,0.856194,0.944986,1.001505,0.992011,0.914778,0.94289,0.94322,0.973973,0.959459,0.973981,0.964595,0.954664,0.940155,0.92444
0.102848,8e-06,4e-05,0.024201,0.102052,0.170307,0.24711,0.309672,0.416022,0.575944,0.781167,0.832963,0.863619,0.944393,0.993404,0.981891,0.917514,0.872218,0.901577,0.946821,0.922617,0.944419,0.924378,0.909901,0.894417,0.85947
0.105305,4.6e-05,2.6e-05,0.020524,0.100743,0.136183,0.213524,0.254389,0.411621,0.515875,0.618715,0.656408,0.695689,0.759044,0.826308,0.823481,0.766228,0.758059,0.761305,0.791264,0.764595,0.776441,0.763609,0.742304,0.725366,0.717666
0.104112,0.0,0.000404,0.036734,0.173208,0.233235,0.327301,0.397406,0.527139,0.665742,0.78648,0.854908,0.888454,0.962316,1.01851,0.995845,0.937425,0.917837,0.911493,0.927043,0.907021,0.91584,0.906972,0.886188,0.867444,0.833115
0.090971,0.0,0.0,0.00836,0.052429,0.090237,0.149814,0.200323,0.320454,0.45585,0.639877,0.687657,0.737249,0.82575,0.893448,0.884803,0.84183,0.838526,0.835648,0.856409,0.83002,0.83555,0.818103,0.792312,0.774613,0.748882
0.08809,2.3e-05,6e-06,0.027044,0.131501,0.200594,0.280927,0.357603,0.508005,0.618366,0.77783,0.862207,0.901378,0.974265,1.015776,1.001904,0.963784,0.959865,0.956056,0.97296,0.955887,0.984248,0.98079,0.970834,0.961212,0.94103
0.08292,8.2e-05,3e-06,0.034173,0.142362,0.203511,0.302456,0.368894,0.50249,0.642252,0.862719,0.916288,0.943106,1.015111,1.0633,1.034606,0.977446,0.991463,0.996606,1.021831,1.007537,1.027859,1.014364,1.007141,0.99713,0.945223
0.084584,2.1e-05,1.1e-05,0.026093,0.099598,0.145222,0.223468,0.27466,0.381484,0.529926,0.766014,0.814397,0.855846,0.922544,1.006448,0.977298,0.918742,0.895686,0.890267,0.932961,0.902903,0.933006,0.911525,0.914329,0.905304,0.837621
0.082159,0.000173,0.0,0.008541,0.047305,0.077748,0.135892,0.190591,0.29847,0.437738,0.676219,0.719562,0.784566,0.85494,0.933652,0.920604,0.842893,0.861194,0.879852,0.907502,0.881792,0.907994,0.885891,0.894963,0.887144,0.792619
0.074633,0.000135,0.000122,0.019083,0.097393,0.143955,0.222762,0.288287,0.418071,0.532516,0.724514,0.792716,0.855135,0.941706,1.005312,0.999802,0.960577,0.972897,0.999288,1.023898,1.009143,1.027539,1.017077,1.010333,0.989881,0.898595
0.075251,0.000262,0.0001,0.023702,0.113892,0.16968,0.246522,0.307408,0.433261,0.552722,0.775349,0.821267,0.861421,0.942777,0.996755,0.996136,0.938,0.977487,0.991884,1.01165,0.99316,1.016477,1.006556,0.992795,0.982258,0.922463
0.077459,0.001154,2.6e-05,0.017645,0.096889,0.156455,0.240744,0.305155,0.455088,0.560467,0.806937,0.857604,0.89942,0.971447,1.01688,1.001417,0.9238,0.949529,0.95913,0.979051,0.960454,0.970541,0.956539,0.937088,0.918818,0.880642
0.075766,0.000426,1.8e-05,0.03018,0.160357,0.234517,0.328804,0.427537,0.586904,0.68718,0.920417,0.965404,1.008703,1.087614,1.122878,1.106695,1.041847,1.009847,1.025101,1.043565,1.022201,1.042773,1.033158,1.026139,1.019416,0.946752
0.060011,5.8e-05,6e-05,0.024573,0.137759,0.21762600000000001,0.316244,0.410692,0.574759,0.682091,0.933314,0.969243,1.008293,1.079401,1.11764,1.093938,1.051838,1.014835,1.025372,1.044593,1.024389,1.047311,1.038437,1.029698,1.006575,1.001203
0.055504,0.000838,0.000347,0.040579,0.159443,0.234494,0.32584,0.449842,0.584443,0.69114,0.943973,0.972108,1.00931,1.072669,1.10869,1.085181,1.030872,0.974772,0.99977,1.029722,1.011812,1.04204,1.027705,1.015943,1.005865,0.947117
0.061307,0.00056,2.4e-05,0.021502,0.116651,0.180618,0.251357,0.340863,0.495898,0.627009,0.872689,0.900374,0.940399,0.998437,1.04816,1.018098,0.920756,0.912542,0.894165,0.939421,0.91248,0.944652,0.925867,0.927752,0.911538,0.809513
0.056879,0.001041,2.3e-05,0.009997,0.055631,0.094246,0.15074,0.205628,0.316526,0.439121,0.673036,0.703355,0.747748,0.817256,0.861734,0.86057,0.76415,0.732709,0.728552,0.77767,0.735348,0.745607,0.735278,0.717912,0.719199,0.725486
0.054364,0.000802,0.000425,0.027965,0.127748,0.212405,0.316645,0.361049,0.492107,0.602037,0.786234,0.852582,0.896505,0.954214,0.984465,0.972912,0.870243,0.869995,0.869215,0.892331,0.875714,0.899299,0.890208,0.885464,0.873211,0.858233
0.042129,0.00226,0.000469,0.026732,0.122635,0.195753,0.286181,0.382441,0.504668,0.628112,0.840341,0.872684,0.901503,0.95877,0.98875,0.969418,0.88811,0.874342,0.886107,0.92521,0.907119,0.93139,0.912224,0.91369,0.901933,0.88486
0.040455,0.001879,0.000167,0.021098,0.101849,0.179271,0.262625,0.309099,0.427619,0.550211,0.780847,0.809774,0.847169,0.903342,0.936785,0.925975,0.854444,0.843042,0.826447,0.856842,0.838362,0.883078,0.873851,0.889847,0.896082,0.918733
0.034124,0.002854,8.8e-05,0.012135,0.067339,0.118262,0.181776,0.270175,0.415702,0.541665,0.767404,0.810615,0.847579,0.910905,0.945377,0.934858,0.862533,0.853691,0.845335,0.880229,0.863639,0.889913,0.886528,0.888508,0.896047,0.887897
0.025808,0.002591,1.8e-05,0.01414,0.083761,0.138788,0.206844,0.28449,0.391951,0.500049,0.769432,0.808905,0.843576,0.900053,0.940924,0.9416,0.836014,0.838349,0.836001,0.877753,0.843654,0.884078,0.884035,0.892603,0.912042,0.859722
0.020205,0.003181,0.0,0.004116,0.02564,0.047123,0.081665,0.132234,0.200853,0.306909,0.621381,0.67445,0.72233,0.791574,0.844863,0.853167,0.799713,0.804452,0.795717,0.836378,0.813242,0.835549,0.827044,0.805181,0.803843,0.739875
0.025193,0.007996,1e-06,0.000875,0.008762,0.02552,0.059628,0.078818,0.136968,0.230949,0.429363,0.488146,0.576214,0.657025,0.698826,0.742675,0.705314,0.715608,0.727399,0.757645,0.737656,0.745291,0.743702,0.71,0.705563,0.663145
0.027333,0.005525,2.9e-05,0.01909,0.114589,0.183076,0.287895,0.369684,0.503628,0.604005,0.721558,0.806891,0.852419,0.916318,0.954043,0.96134,0.845505,0.848691,0.854424,0.881565,0.861387,0.862997,0.849406,0.826476,0.814299,0.739898
0.02908,0.007501,3e-05,0.019295,0.116142,0.176496,0.269532,0.356284,0.481431,0.597835,0.797118,0.834622,0.873256,0.940544,0.982174,0.9836,0.884199,0.861785,0.880371,0.92329,0.893482,0.911012,0.90546,0.883179,0.886816,0.868463
0.032584,0.008272,0.0,0.013235,0.094372,0.148427,0.238795,0.318824,0.449893,0.572868,0.785311,0.841019,0.879688,0.94895,0.984462,0.993029,0.933191,0.896623,0.901265,0.925494,0.904432,0.916013,0.912338,0.886124,0.896931,0.852607
0.033353,0.007028,0.0,0.011256,0.079543,0.131514,0.1965,0.2758,0.425025,0.555939,0.824625,0.877007,0.916033,0.97368,1.030099,1.029847,0.894742,0.862248,0.865095,0.938737,0.89167,0.908117,0.894606,0.863578,0.846697,0.80121
0.038142,0.007301,0.0,0.006609,0.053746,0.101539,0.157029,0.217687,0.336954,0.436818,0.695902,0.77818,0.819186,0.892701,0.950004,0.962697,0.834681,0.797194,0.810342,0.849752,0.820853,0.832212,0.823826,0.798051,0.794319,0.797694
0.041033,0.005868,1e-05,0.015041,0.096199,0.154622,0.249675,0.328435,0.44249,0.550051,0.748831,0.793445,0.82788,0.899949,0.94717,0.958585,0.865893,0.841689,0.822228,0.846955,0.824411,0.82828,0.816961,0.783419,0.77797,0.773256
0.047733,0.006917,0.000277,0.022301,0.115859,0.184079,0.28298,0.372073,0.489127,0.57913,0.74989,0.78723,0.807092,0.869887,0.91337,0.918715,0.81494,0.781277,0.776229,0.80104,0.778718,0.781114,0.775125,0.742459,0.745969,0.75878
0.047514,0.006931,0.000132,0.016278,0.111162,0.178601,0.270688,0.362963,0.512338,0.60247,0.743603,0.780891,0.814179,0.85731,0.91034,0.899866,0.775426,0.762362,0.75885,0.808266,0.783527,0.817623,0.817244,0.812529,0.820545,0.798113
0.053724,0.008907,0.000575,0.01298,0.092071,0.146764,0.24023,0.286728,0.436567,0.52733,0.697085,0.742496,0.779847,0.828502,0.882185,0.87634,0.782259,0.744102,0.758054,0.797083,0.778957,0.795086,0.792644,0.778235,0.771753,0.827816
0.057107,0.008642,0.0026,0.023808,0.124849,0.1949,0.294916,0.378316,0.51304,0.610278,0.785139,0.866946,0.891614,0.978263,1.005644,1.018803,0.91414,0.864407,0.867506,0.894038,0.875988,0.894453,0.888112,0.881768,0.892325,0.869801
0.048786,0.000874,0.0,0.007269,0.065672,0.114752,0.176631,0.216064,0.336226,0.450093,0.648488,0.741604,0.778656,0.84833,0.89586,0.913376,0.737677,0.720147,0.709646,0.747559,0.708177,0.715128,0.712755,0.680844,0.699926,0.715069
